source,license,used,changes
raw_corpus/sentence_3715.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0171.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0043.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5428.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2318.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3097.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6456.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6423.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6385.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2211.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2665.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1414.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2387.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6165.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1701.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6157.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4041.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0722.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1532.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4979.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3759.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5995.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0551.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0834.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4746.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5985.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0795.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1897.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0658.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4593.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5447.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1568.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3813.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5744.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0593.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4276.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6472.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6435.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2401.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2896.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4931.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0299.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6002.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1905.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5085.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5092.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2920.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1881.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5416.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4054.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3872.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0356.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5626.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5852.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1098.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4964.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2017.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5405.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0706.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1094.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0189.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3848.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1381.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4508.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5561.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2961.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3463.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0275.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0110.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1105.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3742.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5627.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1144.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3546.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4759.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1436.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6453.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1962.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1070.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5506.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0705.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1087.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5576.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1843.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0901.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3721.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5173.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2645.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4619.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1987.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1402.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3576.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1217.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4947.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4296.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4305.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6017.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3175.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3958.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0415.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6036.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4865.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4765.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3806.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3391.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2796.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6075.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5459.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5761.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3577.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0348.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5610.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2732.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2827.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6332.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6484.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5927.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2767.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1461.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4736.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6124.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3797.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0985.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1950.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3517.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2592.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5082.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2163.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1045.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4890.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4710.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5338.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4232.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4730.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4610.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4004.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1706.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1748.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2988.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1885.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3550.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2644.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5128.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4868.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2001.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5574.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0218.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3794.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3100.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2379.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2360.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3803.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5815.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0302.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2919.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4539.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6294.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2294.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5526.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4904.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5296.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2858.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6441.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3972.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1563.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2252.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2485.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2835.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1210.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0501.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1793.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5399.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2241.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0978.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4027.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2742.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0666.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2906.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3490.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2997.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4094.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4808.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2156.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5854.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6078.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1418.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1911.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4550.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3880.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2568.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2047.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2820.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5255.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1450.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3600.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2967.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2603.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3779.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1235.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0334.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1587.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4824.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4183.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2458.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2242.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5022.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1667.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2977.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2473.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4206.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4682.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3776.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0032.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0382.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1003.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3625.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2525.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2190.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6016.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4790.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1600.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2475.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4375.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4330.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5015.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6457.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2744.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0358.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2263.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3680.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1736.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4422.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6132.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0535.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1071.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4527.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0260.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3013.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0762.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5435.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2527.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3350.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4559.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4876.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5507.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3173.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3666.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5732.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1498.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0865.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4966.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1784.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0688.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4789.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4552.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1155.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5297.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1589.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6109.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3372.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4871.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4994.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5522.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3755.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6018.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5780.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4215.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1296.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3584.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2186.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1479.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1460.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5528.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2690.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0594.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1457.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5874.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6026.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2085.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2845.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3773.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0540.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0944.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5550.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2684.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5381.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5091.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5833.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1452.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0803.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5146.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6076.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5867.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3163.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4883.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5741.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0903.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1622.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0255.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0090.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5672.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0439.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1598.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2510.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2369.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2026.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4081.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3771.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2897.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2829.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6167.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2625.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1768.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2711.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0261.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0071.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1554.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5523.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4479.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4696.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3114.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3918.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1734.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4576.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5080.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3015.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5717.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2197.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0654.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4858.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2494.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3083.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5932.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6147.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2599.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2250.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4180.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1265.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0212.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5791.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4520.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4137.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5373.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4953.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4146.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_4999.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3032.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6382.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5150.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6357.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3578.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3960.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3911.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5041.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0773.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3485.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3462.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_5973.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0325.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1627.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_0547.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_1485.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2223.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_3326.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6268.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_6500.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2817.txt,UNKNOWN,texts,"normalize, dedup"
raw_corpus/sentence_2540.txt,UNKNOWN,texts,"normalize, dedup"
